,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
388,ulladulla,40,AU,1594001199,58,-35.35,150.47,57.2,9.17
389,mana,97,GF,1594001199,87,5.66,-53.78,76.95,9.64
390,padang,73,ID,1594001199,64,-0.95,100.35,83.98,2.17
391,batsfjord,100,NO,1594001199,92,70.63,29.72,48.4,5.95
392,colonia leopoldina,40,DE,1594001199,62,50.93,6.95,60.01,16.11
393,pauini,94,BR,1594001199,75,-7.71,-66.98,77.07,1.36
394,beira,3,MZ,1594001201,81,-19.84,34.84,62.29,3.65
395,balkanabat,0,TM,1594001201,19,39.51,54.37,85.71,5.37
396,ust-nera,100,RU,1594001201,48,64.57,143.2,60.19,5.5
397,bokoro,99,TD,1594001201,65,12.38,17.06,80.19,11.07
398,puerto escondido,0,ES,1594001170,73,36.59,-6.23,77.0,4.7
399,jiayuguan,100,CN,1594001201,18,39.82,98.3,83.19,3.78
400,hyeres,0,FR,1594001202,88,43.12,6.12,71.01,3.36
401,chiesanuova,0,SM,1594001202,59,43.9,12.42,71.01,4.7
402,tsiroanomandidy,2,MG,1594001202,85,-18.77,46.03,57.06,2.66
403,aksarka,16,RU,1594001202,60,66.56,67.8,68.36,6.38
404,hualmay,34,PE,1594001202,84,-11.1,-77.61,60.91,8.32
405,vangaindrano,0,MG,1594001202,90,-23.35,47.6,61.27,4.68
406,coruripe,10,BR,1594001203,87,-10.13,-36.18,74.12,8.88
407,mecca,22,SA,1594001204,26,21.43,39.83,80.11,2.62
408,kelamangalam,75,IN,1594001204,94,12.6,77.85,77.0,11.41
409,tecoanapa,100,MX,1594001204,77,16.52,-98.75,81.99,4.63
410,bundaberg,45,AU,1594001204,45,-24.85,152.35,68.0,6.93
411,sira,100,IN,1594001204,78,13.75,76.91,74.03,10.63
412,sikandra,83,IN,1594001204,55,26.37,79.65,90.0,7.36
413,anzio,0,IT,1594001204,87,41.49,12.62,73.0,1.01
414,san gabriel,100,ML,1594001205,62,13.3,-4.9,83.34,3.89
415,nishihara,75,JP,1594001205,74,26.18,127.76,89.01,14.99
416,mehamn,100,NO,1594001205,95,71.04,27.85,46.67,3.22
417,maua,0,BR,1594001205,60,-23.67,-46.46,69.8,8.05
418,loma bonita,100,SL,1594000947,100,9.75,-12.03,71.73,1.1
419,paratinga,0,BR,1594001205,55,-12.69,-43.18,73.0,6.82
420,yuancheng,7,CN,1594001205,28,36.65,107.79,82.56,7.09
421,payette,1,US,1594001206,26,44.08,-116.93,84.99,5.39
422,nam tha,43,CN,1594001206,41,29.42,90.91,63.59,5.01
423,san mateo del mar,100,ML,1594001206,62,13.3,-4.9,83.34,3.89
424,illapel,100,CL,1594001206,77,-31.63,-71.17,50.97,0.67
425,wicklow,75,IE,1594001206,87,53.0,-6.42,51.8,18.34
426,pandan,1,PH,1594001207,69,14.05,124.17,86.43,8.41
427,ecoporanga,0,BR,1594001207,92,-18.37,-40.83,62.6,1.61
428,santa catarina de tepehuanes,100,PH,1594001207,66,17.49,120.43,86.58,2.98
429,hasaki,75,JP,1594001207,94,35.73,140.83,75.2,8.05
430,narasannapeta,100,IN,1594001207,79,18.42,84.05,82.2,6.49
431,kropotkin,0,RU,1594001207,79,45.44,40.58,69.94,4.54
432,escanaba,1,US,1594001207,94,45.75,-87.06,73.4,3.36
433,qasigiannguit,100,GL,1594001208,70,68.82,-51.19,46.4,4.7
434,kattivakkam,75,IN,1594001208,79,13.22,80.32,84.2,5.82
435,ostrov,84,RU,1594001208,93,57.34,28.35,64.4,8.95
436,uyutne,0,UA,1594001208,65,45.2,33.3,76.51,5.59
437,gigmoto,25,PH,1594001208,69,13.78,124.39,86.25,10.4
438,upata,100,VE,1594001208,94,8.01,-62.4,75.99,3.0
439,celestun,81,MX,1594001209,75,20.87,-90.4,83.03,14.03
440,glenwood springs,1,US,1594001209,54,41.54,-87.6,82.4,3.36
441,san quintin,100,ML,1594001205,62,13.3,-4.9,83.34,3.89
442,daloa,35,CI,1594001209,96,6.88,-6.45,69.03,3.18
443,kloulklubed,75,PW,1594001209,74,7.04,134.26,86.0,12.75
444,igunga,87,TZ,1594001209,65,-4.28,33.88,62.96,5.93
445,koppang,100,NO,1594001209,96,61.57,11.06,42.01,1.99
446,marienburg,89,PL,1594001209,87,54.04,19.03,63.0,4.7
447,valparaiso,100,CL,1594001029,93,-33.04,-71.63,50.0,2.24
448,dauriya,0,RU,1594001210,35,49.93,116.87,70.21,11.14
449,sukhobuzimskoye,47,RU,1594001210,88,56.5,93.27,68.0,2.24
450,derzhavinsk,100,KZ,1594001210,58,51.1,66.32,67.59,4.54
451,chickasha,1,US,1594000994,94,35.05,-97.94,77.0,3.83
452,klaksvik,96,FO,1594001166,81,62.23,-6.59,42.8,26.4
453,zyryanka,100,RU,1594001210,91,65.75,150.85,51.35,12.82
454,calamar,100,CO,1594001210,91,10.25,-74.91,76.57,3.67
455,gulu,100,UG,1594001210,97,2.77,32.3,62.65,1.32
456,cairns,28,AU,1594001149,50,-16.92,145.77,75.2,12.75
457,teguldet,0,RU,1594001211,87,57.31,88.17,69.55,2.62
458,khani,0,GE,1594001211,94,41.96,42.96,71.6,2.24
459,atar,97,MR,1594001211,38,20.52,-13.05,88.77,3.47
460,discovery bay,64,CA,1594001211,55,63.18,-113.9,59.83,19.24
461,sioux lookout,1,US,1594001122,71,42.73,-96.23,96.8,7.29
462,moulins,40,FR,1594000940,72,46.5,3.33,66.2,3.36
463,ribeira grande,75,ES,1594001211,87,42.75,-8.44,64.99,8.05
464,chilliwack,20,CA,1594001211,46,49.17,-121.94,73.4,10.29
465,formoso do araguaia,3,BR,1594001212,69,-14.95,-46.23,63.72,4.61
466,laguna,1,US,1594001137,17,38.42,-121.42,93.2,12.75
467,pirovskoye,20,RU,1594001212,71,57.63,92.27,72.72,4.74
468,abbeville,79,FR,1594001212,82,50.1,1.83,55.99,14.81
469,tevaitoa,81,PF,1594001212,76,-16.78,-151.5,79.3,13.4
470,cap malheureux,75,FR,1594001212,81,49.27,-1.21,55.99,17.22
471,caetite,9,BR,1594001212,85,-14.07,-42.48,63.61,10.11
472,kenai,40,US,1594001212,82,60.55,-151.26,62.6,13.87
473,hirado,75,JP,1594001213,88,33.36,129.55,80.6,21.92
474,banda aceh,99,IN,1594001213,62,25.48,80.33,88.05,4.43
475,eregli,0,TR,1594001213,43,37.51,34.05,68.13,3.96
476,carutapera,90,BR,1594001213,88,-1.2,-46.02,75.34,5.59
477,dunedin,100,NZ,1594001213,87,-45.87,170.5,51.01,3.42
478,parintins,18,BR,1594000996,88,-2.63,-56.74,76.05,2.55
479,bardsir,20,IR,1594001213,40,29.92,56.57,71.6,2.24
480,aku,100,NG,1594001214,99,6.71,7.32,70.97,5.35
481,broome,1,US,1594001214,53,42.25,-75.83,73.4,6.93
482,alofi,48,NU,1594001214,78,-19.06,-169.92,78.8,13.87
483,punta alta,1,PH,1594001214,62,8.99,125.34,87.3,5.35
484,changli,69,CN,1594001214,69,39.7,119.15,78.06,8.19
485,severo-kurilsk,100,RU,1594001214,80,50.68,156.12,54.9,2.71
486,caibarien,75,CU,1594001214,83,22.52,-79.47,77.0,2.24
487,tutoia,1,BR,1594001214,87,-2.76,-42.27,76.57,5.84
488,digha,100,IN,1594001215,78,21.68,87.55,86.05,6.76
489,zhetysay,0,KZ,1594001215,47,40.73,68.3,70.77,5.1
490,lagunillas,57,VE,1594001215,80,10.13,-71.26,79.14,8.03
491,christchurch,100,NZ,1594000989,87,-43.53,172.63,52.0,9.17
492,acapulco,75,MX,1594001046,74,16.86,-99.89,84.2,6.93
493,yerbogachen,94,RU,1594001215,46,61.28,108.01,67.12,3.42
494,xining,99,CN,1594001215,45,36.62,101.77,66.81,1.25
495,kijang,90,KR,1594001216,83,35.24,129.21,73.4,2.24
496,kahta,0,TR,1594001216,32,37.79,38.62,80.6,13.87
497,mae sai,0,CN,1594001216,69,34.82,108.93,80.6,4.47
498,seoul,20,KR,1594001216,61,37.57,126.98,78.8,3.65
499,sao jose da coroa grande,100,IN,1594001176,87,20.51,76.21,74.88,11.43
500,mtwara,20,TZ,1594001216,68,-10.27,40.18,68.0,13.78
501,weinan,0,CN,1594001216,69,34.5,109.51,84.99,4.47
502,nicolas bravo,33,HT,1594001216,84,18.23,-73.82,78.01,3.29
503,santa marta,100,PH,1594000920,66,17.49,120.43,86.58,2.98
504,portland,20,US,1594001092,38,45.52,-122.68,75.99,8.05
505,campos altos,0,BR,1594001217,93,-21.75,-41.3,65.46,7.2
506,campoverde,100,PE,1594001217,81,-8.48,-74.81,74.64,0.78
507,krasnovishersk,27,RU,1594001217,85,60.41,57.08,64.92,1.34
508,zalantun,100,CN,1594001217,81,48.0,122.72,65.59,8.12
509,huasahuasi,100,PE,1594001217,99,-11.32,-75.62,41.18,1.95
510,shieli,0,KZ,1594001217,41,44.17,66.75,74.12,6.93
511,kalaleh,0,IR,1594001217,73,37.38,55.49,71.6,2.24
512,jiazi,95,CN,1594001217,74,22.88,116.07,86.22,13.8
513,hervey bay,40,US,1594001218,74,33.5,-93.78,82.4,3.36
514,buchanan,88,LR,1594001218,83,5.88,-10.05,74.88,9.04
515,najran,97,SA,1594001218,24,17.49,44.13,80.6,5.68
516,karratha,0,AU,1594001218,23,-20.74,116.85,74.71,18.03
517,aleksandrov gay,0,RU,1594001218,94,56.4,38.71,60.1,4.34
518,rio gallegos,20,GR,1594001218,78,38.3,21.78,71.6,4.25
519,mayumba,99,GA,1594001218,92,-3.43,10.66,71.69,2.21
520,sobolevo,0,RU,1594001219,94,54.43,31.9,59.88,6.31
521,bari,15,IT,1594000921,60,41.12,16.85,73.4,8.05
522,kokopo,1,PG,1594001219,65,-4.35,152.26,84.61,10.45
523,salme,90,NP,1594001219,100,28.04,85.09,69.8,4.7
524,mtambile,27,TZ,1594001219,78,-5.38,39.7,76.33,15.52
525,buala,100,SB,1594001219,72,-8.14,159.59,83.84,5.73
526,romitan,0,UZ,1594001219,46,39.93,64.38,71.6,11.41
527,kulhudhuffushi,100,MV,1594001219,75,6.62,73.07,82.92,9.04
528,mount isa,53,GB,1594001038,91,53.66,-1.85,52.0,5.99
529,iberia,20,US,1594001220,88,29.95,-91.75,84.0,5.95
530,aguimes,0,ES,1594001220,53,27.91,-15.45,78.01,26.4
531,leskovac,100,RS,1594001220,82,43.0,21.95,66.2,2.24
532,wajir,94,KE,1594001220,70,1.75,40.06,72.19,15.68
533,puerto santander,0,ES,1594001220,73,36.59,-6.23,77.0,4.7
534,pitimbu,90,BR,1594001220,100,-7.47,-34.81,73.4,10.29
535,samoylovka,33,RU,1594001220,44,51.18,43.71,68.32,2.84
536,gunjur,20,GM,1594001221,88,13.2,-16.73,80.6,10.67
537,port hueneme,17,CD,1594001221,50,-7.03,29.76,69.17,6.46
538,anantapur,100,IN,1594001221,70,14.68,77.6,78.64,16.96
539,plettenberg bay,66,DE,1594001221,81,51.22,7.88,57.99,3.0
540,santiago,75,CL,1594001056,81,-33.46,-70.65,50.0,6.93
541,ahipara,88,NZ,1594001221,79,-35.17,173.17,57.38,14.85
542,labuhan,59,ID,1594001221,76,-6.88,112.21,81.25,8.39
543,san luis,100,ML,1594001184,62,13.3,-4.9,83.34,3.89
544,bourail,100,NC,1594001222,49,-21.57,165.48,72.46,8.99
545,muli,100,MV,1594001222,72,2.92,73.57,84.13,10.22
546,tokmak,0,UA,1594001222,56,47.25,35.71,74.03,5.14
547,ilebo,54,CD,1594001222,49,-4.32,20.58,68.43,0.43
548,phan thiet,20,TH,1594001222,94,19.55,99.74,82.99,2.24
549,ketchikan,90,US,1594001222,87,55.34,-131.65,57.2,6.93
550,lompoc,0,US,1594001222,60,34.64,-120.46,68.0,12.75
551,kargasok,100,RU,1594001222,80,59.06,80.86,65.66,4.56
552,san policarpo,100,ML,1594001205,62,13.3,-4.9,83.34,3.89
553,mindelheim,8,DE,1594001223,82,48.05,10.48,64.99,10.29
554,barcelos,0,PT,1594001223,88,41.54,-8.62,73.99,1.12
